fire_number,fire_location_latitude,fire_location_longitude,fire_origin,general_cause_desc,activity_class,fire_type,weather_conditions_over_fire,fuel_type,fire_duration,fire_duration2,fire_duration3,reported_month
4,55.20116700000001,-112.499767,6,13,0,4,3,0,5040,3300,60,5
3,57.8666,-116.874417,6,4,0,3,3,2,63000,0,60600,7
0,49.673217,-114.59255,6,10,7,0,0,0,300,0,300,8
0,51.482167,-115.091883,6,10,7,3,3,0,120,0,120,8
0,51.1423,-114.721217,6,11,26,4,4,10,2400,600,600,8
0,50.184933,-114.3196,6,10,7,4,3,6,157980,12600,83040,2
6,56.477417,-116.414167,6,11,5,3,3,9,12180,6540,4320,4
9,54.746688,-115.390464,6,4,0,3,4,2,4860,2820,1320,8
2,54.42985,-118.28725,6,4,0,3,3,3,25080,6360,10560,7
8,55.23755,-114.5019,6,11,28,4,4,9,3660,0,1380,4
3,59.8062,-115.8919,6,4,0,4,1,2,322080,318720,3300,7
6,56.34308299999999,-116.704683,6,7,14,4,4,9,2400,0,540,6
5,56.993444,-111.128484,6,4,0,2,3,2,265140,83280,177060,7
0,49.63274000000001,-114.49188,6,7,14,4,4,10,95580,4200,90900,10
5,57.015767,-111.5972,6,7,14,4,3,9,7500,0,3360,4
2,54.993367000000006,-119.120133,5,11,7,4,3,9,5760,600,3600,5
0,51.278417,-115.053833,5,10,7,0,0,0,300,0,300,11
3,58.387583,-115.979333,5,3,27,3,4,8,1395660,8880,1383180,6
0,51.380833,-115.003333,6,10,6,4,4,0,180,0,180,8
3,58.71105,-118.692033,2,11,5,4,3,6,133980,0,133140,5
2,54.89536700000001,-119.912667,6,4,0,4,3,0,97500,78660,14400,7
3,58.709483,-118.716917,2,3,3,4,4,9,2700,780,1020,4
5,57.93525,-113.84175,6,4,0,4,3,2,250320,3900,239520,7
0,51.39695,-115.08415,6,10,7,0,0,0,300,0,300,5
8,55.635117,-114.033517,6,4,0,4,4,8,245820,73800,162600,7
0,50.0559,-114.424567,6,10,7,0,0,0,900,0,900,7
3,58.48175,-114.520067,2,3,27,4,4,9,72720,13140,58740,5
2,55.05411700000001,-117.5008,2,10,7,4,3,8,82560,0,78300,9
6,56.775633,-118.740433,6,4,0,4,2,2,4500,660,3300,6
8,55.904883,-113.527983,6,7,16,4,3,9,2520,0,60,6
3,58.535217,-117.325,6,10,7,3,3,9,6420,0,1680,4
0,49.375683,-114.370917,6,10,6,3,4,0,720,0,720,5
1,53.864367,-118.413333,6,4,0,4,1,3,5340,1500,2700,8
1,53.361284,-117.525874,6,13,0,4,3,9,7440,1740,3240,5
4,55.090336,-111.15545,1,2,21,4,3,2,118620,2880,113340,6
0,51.614733,-115.1484,6,10,6,3,4,0,3300,0,3300,5
8,55.82901700000001,-113.836517,6,4,0,3,3,8,9720,2880,2520,8
1,53.233867,-116.99425,6,6,27,4,3,9,174540,9360,157440,7
2,55.077744,-118.745792,6,10,19,3,4,0,9000,0,5400,9
5,56.74565,-112.5283,6,4,0,4,4,2,6420,600,2340,5
1,53.56081700000001,-116.510333,5,11,15,4,3,0,69300,0,67920,8
8,55.516817,-114.940033,6,10,6,3,4,2,57060,0,7140,10
3,58.71636700000001,-118.74605,2,11,10,4,3,10,5340,0,3060,4
2,54.906567,-119.9981,6,4,0,4,3,3,166680,82080,79200,7
3,58.518331,-117.047935,2,11,8,4,4,0,385020,0,382800,10
3,58.516525,-117.065149,2,3,12,4,3,0,54780,0,51780,5
8,56.669333,-114.57745,6,3,27,4,4,10,95400,0,1800,7
3,59.428717000000006,-116.864367,6,4,0,4,3,2,85080,59160,2700,6
7,52.739167,-115.924,6,4,0,3,2,3,74220,0,62280,5
3,58.34695,-116.366567,6,4,0,4,3,2,14640,11820,2700,8
5,57.941667,-113.585683,6,4,0,4,3,2,70260,5280,64560,7
3,58.69855,-118.6856,2,11,5,4,3,9,3660,0,2700,5
0,49.597983,-114.438383,6,10,6,3,4,0,1380,0,1200,4
7,51.9567,-115.182683,6,10,6,4,3,0,57360,0,360,4
2,54.679533,-117.677167,6,12,0,4,1,8,68460,5700,57240,8
5,57.795167000000006,-113.282833,6,4,0,3,1,2,74040,2700,63600,7
3,58.710533,-118.724767,2,11,10,4,3,9,5280,0,5220,4
4,55.921867000000006,-110.7317,2,3,27,4,4,7,60,0,60,5
1,54.12518299999999,-118.351967,6,4,0,3,4,2,9000,0,6900,7
3,57.7622,-116.361,6,4,0,2,5,2,1637940,82800,855300,5
1,53.887333,-116.1265,6,13,0,4,4,8,23280,8580,11280,5
0,51.166467,-114.8488,2,13,0,4,4,6,89700,0,86400,4
7,52.49696700000001,-115.5396,6,4,0,2,3,8,6720,0,0,7
2,55.099373,-117.588422,5,11,19,4,3,8,91320,0,86400,9
0,51.203817,-114.942567,2,11,5,4,4,10,76920,5520,70920,4
0,50.852717,-114.617233,6,10,6,3,2,0,1680,0,1680,5
0,49.6046,-114.67885,6,10,6,4,5,0,900,0,900,8
6,56.88551,-117.214808,6,1,8,3,4,0,704580,0,620520,4
1,53.7209,-117.069517,6,4,0,4,3,8,3120,1080,780,7
5,58.759816,-111.120977,6,2,8,3,4,0,674400,141900,532200,5
9,54.068434,-115.66898,5,10,1,4,3,10,68100,0,65460,10
2,54.812,-119.1796,6,4,0,2,2,2,240300,182940,2220,6
3,59.000083,-117.548533,6,4,0,4,1,2,76680,4440,66960,8
2,54.31399999999999,-117.937367,6,4,0,4,3,2,672420,94740,525420,7
0,49.364953,-114.316998,6,10,6,4,3,0,180,0,180,7
4,54.58576,-110.291457,6,1,11,3,3,6,4320,0,360,3
5,57.396667,-112.6755,6,4,0,2,3,2,6805080,280800,5695200,6
6,56.26,-117.347217,5,11,8,4,3,9,57960,0,780,4
1,53.872173,-118.376892,6,4,0,4,3,2,5940,900,3600,8
0,51.09,-115.321233,6,10,6,4,4,0,5100,0,1440,6
0,49.852417,-114.4026,6,10,7,0,0,0,1200,0,1200,5
3,58.467346,-114.537506,2,11,5,4,3,9,164100,0,163800,4
8,55.936989,-113.770099,2,11,8,4,4,9,19080,0,18300,5
4,55.9219,-110.734733,2,3,3,4,3,9,16200,960,15000,4
5,56.808945,-112.705749,6,4,0,4,4,2,186600,92400,30120,5
5,56.348667000000006,-112.433433,6,4,0,4,2,2,187560,3600,182880,6
8,55.94430600000001,-113.913512,2,11,10,4,3,9,227040,224220,60,5
1,53.590031,-116.227083,5,11,8,4,3,12,1062840,3600,1056000,5
3,59.32338299999999,-114.234467,6,4,0,4,4,2,6383400,789000,5538600,8
0,51.276133,-115.140833,6,10,7,0,0,0,300,0,300,7
3,58.503793,-116.336624,5,11,8,3,3,0,43860,0,41700,5
8,55.28293299999999,-115.879417,6,7,14,4,3,10,91920,5160,79920,6
2,54.63501700000001,-118.729767,6,4,0,3,3,2,43620,0,12060,7
4,54.630017,-110.374267,6,10,6,3,4,2,83280,10800,5400,11
1,53.66485,-115.527167,5,3,27,4,4,9,306720,0,303660,5
2,55.064767,-117.814083,6,10,6,4,5,0,300,0,0,5
0,51.3931,-115.091183,6,10,7,0,0,0,300,0,300,8
1,53.440996,-115.091501,6,10,7,4,0,0,600,0,600,5
6,57.15965,-117.23735,5,0,8,3,4,0,772800,3420,769380,5
3,58.69066700000001,-119.084833,7,10,26,3,4,10,80640,0,60,9
7,52.966767,-115.576133,6,10,7,0,0,0,900,0,840,5
0,50.8514,-114.618467,6,10,7,0,0,0,600,0,600,8
4,55.924917,-110.7216,2,3,3,4,3,10,54660,0,10440,5
0,51.475583,-115.09965,6,10,7,0,0,0,420,0,420,7
8,54.882833,-116.407667,6,4,0,4,4,2,7800,6000,60,6
0,50.85115,-115.061583,6,4,0,4,3,2,410280,92100,263400,8
8,55.917233,-113.89635,2,11,5,4,4,9,3420,0,900,5
0,50.84075,-114.66575,6,10,6,4,4,2,10920,1980,3120,5
3,58.460333,-117.346167,6,4,0,4,4,2,8520,2280,4800,7
4,55.9015,-110.750483,6,3,12,4,4,9,360,0,360,5
0,51.42716,-115.084688,6,10,7,0,0,0,1500,0,420,9
9,53.995612,-115.89054,5,11,10,4,3,6,594300,0,591300,5
0,50.853383,-114.615767,6,10,7,0,0,0,420,0,420,9
2,55.23458299999999,-117.796367,6,12,0,3,3,0,68520,4560,61860,8
4,54.934017,-112.149417,5,11,8,4,3,8,53700,0,47100,6
3,58.419667,-117.501833,6,4,0,4,3,8,329280,6300,316800,7
0,50.85125,-114.618133,6,10,6,0,0,0,480,0,480,8
3,58.457683,-114.545017,2,3,12,4,3,6,672300,0,665700,5
7,52.19675,-116.464367,6,3,12,4,4,3,7920,1260,3300,7
5,57.872,-113.013,6,4,0,4,3,2,90000,78000,9000,6
0,50.9838,-115.3431,6,10,7,0,0,0,39300,0,300,8
1,53.055683,-116.51695,6,4,0,4,1,0,81300,60000,7980,6
8,56.698974,-115.998151,5,10,6,3,3,7,3643200,0,3613500,11
3,58.467346,-114.537506,2,3,12,4,3,0,171900,0,171360,5
9,54.67811700000001,-115.549183,6,7,14,4,4,9,7980,1140,1560,4
5,59.00366700000001,-110.976167,6,4,0,4,2,4,67200,58140,60,7
7,52.39738300000001,-116.078417,6,10,6,4,4,0,480,0,420,5
1,53.2345,-116.99575,6,6,14,3,4,7,2067300,10500,2052600,5
2,55.02875,-118.879017,5,11,8,4,1,0,8580,0,1320,4
8,55.016167,-116.512833,6,4,0,3,3,8,79740,63000,5400,9
3,58.47465,-114.565383,2,3,27,4,3,6,8040,2460,4080,5
7,52.70475,-115.54635,6,4,0,3,3,12,13260,6900,2460,5
3,57.62875,-114.13665,6,4,0,4,5,1,8460,2640,1620,6
5,57.8883,-110.4022,6,4,0,3,1,4,2760,0,1380,8
6,57.6079,-117.953817,6,4,0,4,4,2,75600,21600,54000,6
3,58.576485,-117.117482,5,11,19,4,4,0,244500,0,241800,10
2,55.886971,-118.475767,6,11,30,3,3,0,1665000,0,1665000,4
6,56.361773,-119.115458,6,6,28,4,3,9,7200,0,0,10
4,55.2899,-111.367233,6,5,1,3,4,0,4380,480,900,7
3,59.639383,-116.94665,6,4,0,4,3,2,287520,275100,7500,6
7,52.708606,-115.385218,2,11,19,4,4,0,6180,0,5700,5
1,53.67161700000001,-115.245417,5,11,30,4,3,12,2914200,6420,2895180,4
1,53.80753299999999,-115.526267,6,4,0,4,3,8,8760,0,5400,6
5,59.9837,-111.360367,6,4,0,4,1,2,7140,3180,1800,6
1,53.984183,-119.13295,5,1,8,3,4,0,354480,8940,342540,6
4,55.1635,-114.0329,6,11,20,4,2,9,85560,0,79800,4
2,54.452983,-117.85225,6,4,0,4,3,8,16560,1200,6360,6
3,58.70295,-118.6828,2,11,5,4,3,9,10920,840,7320,5
7,52.2011,-115.354733,6,10,7,4,0,0,60,0,60,8
6,56.6444,-119.45055,6,4,0,4,4,2,71220,0,66720,7
3,58.456917,-114.543633,2,3,27,4,3,8,21600,2760,14400,6
6,56.46876700000001,-116.385183,2,11,27,4,3,8,9480,3300,6120,4
0,50.8567,-114.608667,6,10,7,0,0,0,480,0,480,5
0,51.48435,-115.0847,6,10,7,0,0,0,300,0,300,5
6,56.45333299999999,-118.152,6,4,0,4,3,2,76500,5400,69600,7
8,55.902317,-113.382617,6,4,0,4,1,2,13140,6600,300,7
7,52.70466700000001,-115.267,2,11,15,4,4,11,74040,60,73080,9
8,55.31545,-115.651217,6,7,14,4,1,9,6600,0,900,5
0,49.657633,-114.5386,6,10,7,0,0,0,180,0,180,9
0,51.02305,-114.882117,6,10,6,4,3,0,540,0,540,6
5,56.990086,-111.553473,6,7,14,4,3,10,520800,87120,425400,4
7,51.701683,-115.014,6,13,0,3,3,2,140820,60,3300,11
3,57.779583,-116.262917,6,4,0,4,4,2,94980,12600,77400,5
8,56.418283,-115.934333,6,4,0,4,4,8,109980,23400,68400,8
5,56.5085,-111.264167,6,4,0,2,2,2,26460,4500,1800,6
2,55.591,-118.77055,5,11,10,4,3,10,7500,0,7500,4
1,54.1471,-118.333333,6,4,0,3,4,2,6300,4200,360,7
3,58.8501,-115.2071,6,4,0,4,3,2,6540,0,1380,7
4,55.28355,-113.245433,6,10,7,3,3,7,90000,0,87600,11
8,54.967467000000006,-115.783217,6,4,0,4,2,2,170700,5100,156600,7
3,58.471133,-117.211667,6,10,7,3,4,7,70260,4500,2340,10
5,57.178873,-111.631708,6,10,6,4,3,6,5820,0,0,6
0,49.658367,-114.584633,6,10,7,0,0,0,4860,0,1200,8
3,58.511483,-118.0104,6,4,0,2,4,2,1800600,8700,1473600,6
8,56.8595,-114.48905,6,4,0,4,1,2,9900,6600,2100,6
1,53.05376700000001,-116.816333,6,4,0,4,3,11,19440,6000,7200,6
0,50.857583,-114.607667,6,10,6,4,3,0,1500,0,1500,9
6,56.642067,-119.330317,6,4,0,3,2,2,609960,4920,599160,6
7,52.619383,-115.761933,6,4,0,4,3,2,4560,1020,540,7
3,58.518331,-116.741169,5,11,15,4,3,0,15300,0,12360,6
0,51.576133,-114.962267,6,10,7,0,0,0,900,0,900,8
3,57.70716700000001,-115.147833,6,4,0,4,4,8,65460,1260,64080,8
3,59.19967800000001,-114.410053,7,4,0,4,4,1,2230020,80520,2083500,6
3,58.69773299999999,-118.68605,2,3,12,4,3,9,420,0,420,5
0,50.9032,-114.716667,6,4,0,3,3,2,8160,3360,4260,8
8,57.163583,-115.150217,6,4,0,4,3,2,62040,0,43320,7
4,55.2701,-113.230917,2,11,27,4,4,6,77040,4740,69660,5
8,55.8432,-115.821617,6,11,10,3,4,10,58200,0,57000,6
4,54.618367000000006,-111.836833,2,11,19,4,4,9,1500,0,960,10
3,59.757,-117.009783,6,10,7,4,3,1,10380,7200,1200,5
0,51.413967,-115.0919,6,10,7,0,0,0,480,0,480,5
3,59.512222,-117.720278,6,4,0,4,2,1,427020,240000,156480,5
0,50.901183,-114.6904,6,10,6,3,3,0,900,0,300,9
8,55.94196700000001,-113.78685,2,3,3,4,3,9,1320,540,600,4
0,49.6589,-114.53785,6,10,7,0,0,0,900,0,900,5
7,52.164483,-116.5044,6,3,3,2,4,3,4221720,221820,3979560,10
4,55.92125,-110.728967,2,3,27,4,3,10,281700,0,276720,4
4,56.31531700000001,-110.7667,6,4,0,2,4,1,171060,6600,159900,7
9,54.1739,-115.3989,6,7,14,4,4,0,3120,0,300,5
9,54.3465,-115.767833,6,4,0,4,4,2,7200,3480,2340,5
5,56.490667,-111.558267,6,4,0,3,4,2,13560,3480,8400,6
8,55.25788299999999,-114.159083,6,4,0,3,2,2,2160,1500,600,6
3,58.314433,-114.2975,6,4,0,4,4,2,93240,57180,35460,8
1,53.49525,-116.610233,6,10,6,0,0,0,660,0,660,5
2,55.072087,-117.451582,2,11,15,4,4,0,1981200,0,1980000,4
1,53.879218,-115.92756,6,7,27,4,3,9,4920,0,60,5
3,58.708697,-118.685829,2,3,27,4,3,9,3000,1200,600,4
2,54.253367,-119.86085,6,10,6,4,3,0,360,0,300,7
2,55.708056000000006,-119.385278,6,4,0,4,3,8,62700,6600,51180,7
4,55.921567,-110.7381,6,11,5,4,4,7,4140,0,3060,5
3,58.875033,-116.987983,6,4,0,3,4,2,56280,2640,49620,7
7,52.5105,-114.953833,5,11,8,4,3,0,1012380,0,1005000,5
0,49.617767,-114.4659,5,11,15,4,4,0,433740,0,428280,4
3,57.80866700000001,-114.844717,6,4,0,4,2,2,14520,3060,4980,7
2,55.07413,-118.802914,6,10,6,4,4,0,1020,120,900,6
1,53.543,-116.970733,6,6,28,4,3,10,4020,0,600,8
0,51.392667,-115.110817,6,10,7,0,0,0,300,0,300,9
2,55.620833,-119.5612,6,4,0,4,4,8,237360,63540,173100,8
8,56.768667,-115.986167,6,4,0,4,3,2,78180,4320,69120,7
0,51.269444,-115.01535,6,10,6,4,4,0,600,0,600,8
8,55.965217,-113.813683,5,11,15,3,3,12,410520,4500,405960,6
4,54.50205,-110.2078,2,11,10,4,3,9,87660,0,80220,4
5,59.12366700000001,-110.991333,6,4,0,4,2,2,7620,3780,1800,6
1,53.13016700000001,-115.378083,6,4,0,3,4,8,6840,4260,2400,6
1,53.363383,-116.054367,6,5,9,3,4,7,11340,0,7920,4
5,59.236633,-111.3295,6,4,0,4,4,3,153900,16200,91800,6
6,56.51035,-117.20995,5,11,15,4,4,12,620340,0,620220,5
6,56.99378299999999,-118.43225,6,4,0,4,2,2,5700,2160,60,6
8,55.297233,-114.535817,5,11,27,4,3,10,83040,60,80040,7
3,59.7716,-117.115133,6,4,0,4,3,2,73080,17820,10860,6
4,55.92415,-110.731883,2,3,12,4,4,9,1200,600,600,4
3,59.41905,-117.10125,6,4,0,4,4,2,11280,3240,3240,7
6,56.38766700000001,-117.6597,5,4,0,3,3,2,4500,0,1800,7
8,56.827,-113.496167,6,4,0,4,1,2,2640,1560,1080,6
0,50.051633,-114.427367,6,10,7,0,0,0,300,0,300,7
1,53.657317000000006,-116.643717,6,10,13,4,2,9,16680,1560,11640,5
6,55.67466700000001,-116.789133,6,10,6,3,4,0,5040,0,1140,5
0,51.63455,-115.104917,6,10,6,4,3,0,600,0,600,5
8,55.1863,-116.25765,3,11,8,4,3,8,145140,11100,129300,4
2,54.055724,-119.03041,6,7,16,3,3,0,249000,0,241500,4
6,56.292317,-117.37065,5,11,27,4,4,9,2580,0,1200,4
5,59.378267,-111.253217,6,4,0,4,1,0,74640,12840,61200,7
0,51.404217,-115.05805,6,10,7,0,0,0,300,0,300,5
5,56.974633,-111.498183,6,7,14,4,3,9,7020,0,540,6
0,51.268883,-114.969017,6,10,7,0,0,0,300,0,300,9
7,52.484217,-116.128617,6,10,7,4,5,0,480,0,120,7
4,54.544617,-111.153717,6,4,0,3,4,2,86760,57720,27000,8
1,54.01366700000001,-117.442667,6,4,0,4,2,2,5340,0,2700,7
8,55.2515,-114.684667,5,11,27,4,4,0,96360,0,90900,6
4,55.90765,-110.74495,2,3,12,4,3,9,2520,0,2460,4
1,53.899967,-116.111683,6,4,0,4,4,6,67860,0,53340,6
0,49.910383,-114.511817,6,10,7,0,0,0,300,0,300,9
4,55.239,-113.5885,6,4,0,3,4,2,10500,5460,3600,7
7,52.055017,-115.61815,6,10,6,4,4,0,600,0,600,9
7,52.215767,-116.475367,6,3,3,4,3,8,6660,0,3240,8
3,58.4998,-117.018417,2,11,8,4,4,7,8100,2700,3720,4
3,58.46403299999999,-114.485267,2,10,27,4,3,9,179400,0,179100,4
8,55.745,-114.661833,6,4,0,4,4,2,81120,3600,18600,6
9,54.212033,-115.77395,6,11,20,3,3,0,1080,0,840,5
3,58.71081700000001,-118.69465,2,3,3,4,4,9,253800,153420,93600,4
1,53.6938,-116.3339,5,3,27,4,3,9,46500,0,44400,4
0,50.8886,-114.7606,6,5,29,4,3,0,62040,0,55680,2
9,54.546771,-116.643849,6,4,0,4,3,2,28200,5580,7020,9
7,51.843962,-114.865665,5,11,4,4,4,0,285900,0,279420,7
0,51.549217,-115.200417,6,10,7,0,0,0,300,0,300,5
4,55.92698299999999,-110.724217,2,3,12,4,3,9,2100,0,1980,5
3,58.71025,-118.72345,2,11,10,4,3,9,13200,2400,9000,4
7,52.59785,-114.937317,6,11,23,4,3,9,3360,0,1200,4
1,53.55113299999999,-116.49235,5,11,8,4,3,6,164700,0,158340,5
9,54.3623,-115.4476,6,4,0,4,1,2,152100,10800,135000,8
0,49.609,-114.55385,6,4,0,3,1,2,11700,0,10500,8
0,51.632917,-115.098017,6,10,7,0,0,0,300,0,300,7
9,54.364842,-116.590605,6,7,16,4,4,9,5400,0,300,5
1,53.70486999999999,-117.16107,5,11,15,4,3,0,862800,0,857880,4
3,58.461928,-114.540949,2,3,27,3,3,10,2940,420,540,5
0,50.889383,-114.682533,6,10,6,4,2,0,600,0,600,7
2,54.757664,-117.116508,5,11,19,4,4,0,621300,0,615900,4
6,56.885983,-116.619433,6,4,0,4,2,2,779400,91920,671400,6
7,52.383833,-116.419,6,4,0,4,4,2,69060,0,0,8
4,55.180026,-111.436033,6,4,0,4,5,2,70200,8940,55260,7
0,51.476865,-115.141598,6,10,6,4,3,0,300,0,300,8
0,51.5497,-115.199383,6,10,7,0,0,0,600,0,600,8
6,56.6374,-118.733467,6,4,0,3,1,8,99540,18540,79500,6
3,57.918967,-116.221017,6,4,0,4,4,2,7140,900,2700,7
6,56.06266700000001,-116.482333,6,4,0,3,2,2,149280,28080,85380,6
7,52.06215,-115.817017,6,10,6,4,4,0,1200,0,900,6
0,49.664517,-114.53825,6,10,6,4,4,0,6000,0,6000,5
7,51.758167,-115.146967,6,4,0,4,3,2,57120,0,55500,6
4,55.06929399999999,-112.403817,6,10,6,3,4,7,91320,0,9000,12
0,51.283683,-115.144083,6,10,7,3,3,0,480,0,480,5
3,58.62731899999999,-117.162421,5,11,19,4,4,0,260100,0,258300,7
3,58.03166700000001,-114.559833,6,4,0,3,4,2,7980,2220,900,8
1,53.621383,-115.763283,5,11,4,3,4,0,98280,0,89580,9
4,54.53085,-110.9929,5,11,8,4,3,9,168720,8520,158460,5
0,49.8839,-114.3851,6,10,7,0,0,0,3840,0,3840,7
8,55.619583,-116.45255,5,11,8,4,3,0,252360,0,248400,7
3,58.78529,-118.6852,2,11,24,4,3,9,7440,0,300,4
3,58.5156,-116.8071,5,11,10,4,3,9,2940,0,120,4
6,57.265633,-118.5169,6,4,0,4,2,8,60960,0,55920,7
2,55.18775,-116.924683,6,11,10,4,4,0,65400,0,600,3
6,56.26695,-117.3482,5,11,8,4,4,8,250140,0,248700,7
3,59.75865,-118.613433,6,4,0,4,3,1,5580,720,3960,6
4,55.39916700000001,-112.842383,6,4,0,3,5,2,16740,8220,6900,8
1,53.586733,-115.75415,5,11,27,4,3,9,3480,0,1380,5
7,52.96685,-115.582667,6,10,6,4,5,0,1200,0,1200,7
6,56.46810600000001,-116.405024,6,11,5,4,4,11,258540,1200,253980,5
0,49.671083,-114.589317,6,10,6,0,0,0,1500,0,1500,5
0,50.809117,-114.6236,6,10,7,0,0,0,180,0,180,5
3,59.2737,-118.871967,5,4,0,4,2,2,518460,24540,438660,7
3,58.911433,-114.21865,6,4,0,4,1,0,442380,334680,97500,8
5,56.584783,-110.885483,6,4,0,4,3,7,132360,0,60,5
0,51.633383,-115.109083,6,10,7,0,0,0,600,0,600,5
8,56.52523299999999,-115.244783,6,3,27,4,3,12,36960,0,600,5
0,50.852283,-114.616017,6,10,7,0,0,0,600,0,600,5
7,52.128783,-114.857883,5,11,8,4,4,9,73260,0,70440,4
3,58.461333,-114.186833,6,4,0,4,3,2,445320,105420,328800,7
3,58.467346,-114.509618,2,11,5,4,3,9,67380,64680,60,6
3,58.458567,-114.548617,2,11,25,4,3,8,6720,600,2700,5
0,49.692667,-114.606667,6,10,7,0,0,0,300,0,300,9
0,49.91128300000001,-114.501417,6,10,7,0,0,0,6060,0,720,9
5,56.30075,-112.0788,6,4,0,4,1,2,6900,3240,60,7
8,55.617715,-116.451469,5,11,8,4,5,0,2188800,0,2188800,4
4,55.1615,-113.026167,6,10,13,4,4,9,4680,1500,2280,5
1,53.1869,-116.59075,6,4,0,4,4,2,9360,8520,480,6
0,50.8114,-114.619917,6,10,6,0,0,0,420,0,420,5
6,56.0725,-116.469833,6,4,0,3,2,2,46440,3000,7800,6
6,57.646408,-117.193453,6,7,16,3,4,10,8220,1980,1200,5
0,49.457367,-114.392983,6,10,6,3,3,0,300,0,300,5
0,49.910483,-114.502533,6,10,7,0,0,0,240,0,240,9
0,51.188467,-114.841183,2,11,19,4,4,0,255600,0,252300,8
6,56.666222,-116.409951,6,4,0,2,5,2,153240,52500,79500,7
0,50.833483,-114.722417,6,1,14,4,3,0,10260,0,8280,7
3,58.46491700000001,-114.53945,2,11,22,4,3,9,39000,4860,23040,5
3,58.467346,-114.52339,2,11,5,3,3,2,77820,4560,70560,6
4,56.22455,-112.915467,6,4,0,3,4,2,18180,7200,6600,6
1,53.5033,-116.6678,6,4,0,2,3,2,2858220,340020,2506200,7
9,54.355817,-114.985133,6,4,0,4,5,9,4380,0,2700,5
1,53.749067,-115.437533,6,3,12,4,4,12,93300,12420,75300,6
7,52.477466,-115.38903,6,10,6,4,4,0,300,0,300,5
6,56.467683,-116.399183,2,10,7,3,3,0,8820,0,240,5
0,51.4023,-115.053383,6,10,7,0,0,0,600,0,600,7
5,56.434617,-111.307433,6,4,0,4,4,6,12840,3720,4320,5
0,49.67275,-114.59305,6,10,7,0,0,0,300,0,300,8
5,56.3755,-110.9505,6,4,0,2,3,2,514980,171240,336360,5
3,59.204333,-117.895833,6,4,0,3,2,2,261600,89460,106440,6
0,51.048417,-114.792383,6,10,26,4,3,9,7860,1200,5340,5
3,59.6387,-119.097,6,4,0,4,4,2,405540,5100,342000,7
7,52.58816700000001,-115.4055,6,4,0,4,3,11,12300,0,3900,8
3,58.46486700000001,-114.5447,2,11,5,4,3,9,55440,51660,60,6
0,51.633633,-115.104017,6,10,6,4,3,0,2880,0,2880,5
0,49.9108,-114.392367,6,10,6,3,4,0,1500,0,1500,5
0,50.252467,-114.337967,6,10,7,0,0,0,480,0,480,9
3,58.48055,-114.529567,2,3,27,3,3,0,15835620,0,15833520,5
5,57.8429,-112.34745,6,4,0,4,3,2,61740,50940,5040,7
2,54.229167,-119.279833,6,4,0,4,4,2,4620,420,2400,7
4,55.624033,-112.379617,6,4,0,2,2,2,7020,540,2700,6
4,55.92161700000001,-110.73575,2,3,3,4,4,9,69240,0,68160,5
0,49.657183,-114.5382,6,10,6,0,0,0,2340,0,2340,5
4,55.260778,-113.216758,2,11,10,3,5,8,783540,0,778800,4
4,55.01773299999999,-112.509417,6,12,0,3,4,9,80700,0,76200,10
6,56.911167000000006,-117.257317,5,13,0,4,3,6,3720,0,0,5
8,55.290581,-116.263542,6,10,7,3,4,1,9000,600,5400,10
